video_id,physics_role,model,release_offset_frames,release_frame_used_0based,fit_status,fit_message,quality_warnings,fps,frame_count_total,frame_count_post_release,frame_count_geometry_valid,frame_count_geometry_excluded,optimization_point_count,duration_post_release_s,length_m,nominal_initial_angle_deg,theta0_deg_signed,omega0_assumed_rad_s,alpha1_s_inv,alpha2_rad_inv,omega2_s_inv2,omega2_over_g_over_l,alpha1_lower,alpha1_upper,alpha2_lower,alpha2_upper,omega2_lower,omega2_upper,parameter_at_bound,optimizer_success,optimizer_nfev,optimizer_cost,rmse_deg,weighted_rmse_deg_exploratory,early_rmse_deg,late_rmse_deg,residual_bias_deg,max_abs_residual_deg,late_equilibrium_offset_deg,frequency_initial_estimate_s_inv2,frequency_extrema_count,jacobian_rank,jacobian_parameter_count,jacobian_condition_number,median_marker_likelihood_post_release,median_abs_delta_deg_post_release,median_dlc_pivot_to_cad_px,p95_dlc_pivot_to_cad_px,csv_filename,dlc_scorer,csv_sha256,calibration_filename,calibration_sha256,weighting_status,interval_status,alpha1_s_inv_lower,alpha1_s_inv_upper,omega2_s_inv2_lower,omega2_s_inv2_upper,alpha2_rad_inv_lower,alpha2_rad_inv_upper
P023,fully_heldout_formal,M0_linear,0,115,success,`ftol` termination condition is satisfied.,effective_release_frame_used:115;led_release_frame:116;late_equilibrium_offset_over_1deg,29.9969305197,3453,3338,3338,0,500,111.24471544875163,0.32,45,-51.85111415378605,0.0,0.05386821594400781,0.0,31.087153832932508,1.0144023929209671,0.0,0.5,,,6.12915625,49.03325,False,True,50,0.16479367986659432,3.160782734843226,3.160782734843226,4.318957677016716,2.702022829894382,-0.7554898095204894,9.021136432468458,1.376835349920923,28.998616752954536,60,2,2,35.25410778013421,1.0,179.1690799028012,6.499782497142609,7.250405448564504,P023DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55.csv,DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55,72046566BDCBE07D0B4C9F0144833B81D0C8266BAB21D195883FFEBF3D9D613F,P023_parameters.toml,EAC65110FB2D53FFE92F3FEBB881B8017B15B6401DF2DB932B4F6B20B313439D,exploratory_bounded_dlc_likelihood_not_calibrated,not_reported_frames_autocorrelated,0.0,0.5,6.12915625,49.03325,,
P023,fully_heldout_formal,M1_linear_quadratic,0,115,success,`xtol` termination condition is satisfied.,effective_release_frame_used:115;led_release_frame:116;late_equilibrium_offset_over_1deg,29.9969305197,3453,3338,3338,0,500,111.24471544875163,0.32,45,-51.85111415378605,0.0,0.04089468850886958,0.006649249225638853,30.971268895897172,1.0106209609486516,0.0,0.5,0.0,0.5,6.12915625,49.03325,False,True,14,0.1144852354378342,2.433728679012012,2.433728679012012,3.5974934294718253,1.277008692391806,-0.7529222610841027,7.61634327879126,1.376835349920923,28.998616752954536,60,3,3,535.2089177096511,1.0,179.1690799028012,6.499782497142609,7.250405448564504,P023DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55.csv,DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55,72046566BDCBE07D0B4C9F0144833B81D0C8266BAB21D195883FFEBF3D9D613F,P023_parameters.toml,EAC65110FB2D53FFE92F3FEBB881B8017B15B6401DF2DB932B4F6B20B313439D,exploratory_bounded_dlc_likelihood_not_calibrated,not_reported_frames_autocorrelated,0.0,0.5,6.12915625,49.03325,0.0,0.5
P024,fully_heldout_formal,M0_linear,0,92,success,`ftol` termination condition is satisfied.,effective_release_frame_used:92;led_release_frame:93,29.9969423041,3172,3080,3080,0,500,102.64379511704966,0.245,20,-19.456143853601283,0.0,0.044250225895989044,0.0,39.60240517507069,0.9893887584335446,0.0,0.5,,,8.005428571428572,64.04342857142858,False,True,50,0.054364995061079266,1.3188479175548715,1.3188479175548715,1.9164509903384541,0.9608469278029486,-0.5257894937087613,3.7669499817239016,0.6417845988051477,39.470370481429434,69,2,2,9.468180246041232,1.0,179.16840534815933,0.7479096610313913,1.5114818089703412,P024DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55.csv,DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55,97EF55516D2E29D5AA52C4AD8AD5318FBDAA3BAB817F71B03D6B5472081F5E90,P024_parameters.toml,0025D6C1EEE029B322557DCBE7D5F98514F2A14707BF8747D95FF9BAA135BE21,exploratory_bounded_dlc_likelihood_not_calibrated,not_reported_frames_autocorrelated,0.0,0.5,8.005428571428572,64.04342857142858,,
P024,fully_heldout_formal,M1_linear_quadratic,0,92,success,Both `ftol` and `xtol` termination conditions are satisfied.,effective_release_frame_used:92;led_release_frame:93;parameter_at_bound,29.9969423041,3172,3080,3080,0,500,102.64379511704966,0.245,20,-19.456143853601283,0.0,0.044250243100401036,1.974667064982514e-17,39.60240538388176,0.9893887636502813,0.0,0.5,0.0,0.5,8.005428571428572,64.04342857142858,True,True,2,0.05436499506065149,1.3188474812297026,1.3188474812297026,1.9164485730871008,0.960848857386563,-0.525789492627765,3.766949576722547,0.6417845988051477,39.470370481429434,69,3,3,17.59059646765973,1.0,179.16840534815933,0.7479096610313913,1.5114818089703412,P024DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55.csv,DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55,97EF55516D2E29D5AA52C4AD8AD5318FBDAA3BAB817F71B03D6B5472081F5E90,P024_parameters.toml,0025D6C1EEE029B322557DCBE7D5F98514F2A14707BF8747D95FF9BAA135BE21,exploratory_bounded_dlc_likelihood_not_calibrated,not_reported_frames_autocorrelated,0.0,0.5,8.005428571428572,64.04342857142858,0.0,0.5
P025,fully_heldout_formal,M0_linear,0,117,success,`ftol` termination condition is satisfied.,effective_release_frame_used:117;led_release_frame:118,29.9969298553,3094,2977,2977,0,500,99.21015298417902,0.165,45,-50.149509064026375,0.0,0.06312631117672589,0.0,60.31271041511656,1.0147805028724624,0.0,0.5,,,11.886848484848485,95.09478787878788,False,True,48,0.19354781754758899,3.646531699083649,3.646531699083649,5.281716578361003,2.361197414241438,-0.21173159921389473,9.84970951106586,0.2325949150172453,56.83728631802016,84,2,2,70.10003461656301,1.0,179.0045136246571,4.611020678342248,5.2329729728307806,P025DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55.csv,DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55,24224D5F6920ACCE1F855A73F34D643DE5BCD56D89F061E3423BFEEBA9E2C991,P025_parameters.toml,01307856E2EE0C8EEAB50F5F6400C957354D8B1C66A4069CE2556715B77D3C55,exploratory_bounded_dlc_likelihood_not_calibrated,not_reported_frames_autocorrelated,0.0,0.5,11.886848484848485,95.09478787878788,,
P025,fully_heldout_formal,M1_linear_quadratic,0,117,success,`xtol` termination condition is satisfied.,effective_release_frame_used:117;led_release_frame:118,29.9969298553,3094,2977,2977,0,500,99.21015298417902,0.165,45,-50.149509064026375,0.0,0.048469422175189424,0.005242199389577043,60.147055051175634,1.0119932987762366,0.0,0.5,0.0,0.5,11.886848484848485,95.09478787878788,False,True,14,0.14897147816850645,3.0499288295105753,3.0499288295105753,4.624916861822922,1.3466769580639917,-0.21206115088595195,8.869550174498665,0.2325949150172453,56.83728631802016,84,3,3,257.76474136809634,1.0,179.0045136246571,4.611020678342248,5.2329729728307806,P025DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55.csv,DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55,24224D5F6920ACCE1F855A73F34D643DE5BCD56D89F061E3423BFEEBA9E2C991,P025_parameters.toml,01307856E2EE0C8EEAB50F5F6400C957354D8B1C66A4069CE2556715B77D3C55,exploratory_bounded_dlc_likelihood_not_calibrated,not_reported_frames_autocorrelated,0.0,0.5,11.886848484848485,95.09478787878788,0.0,0.5
P026,fully_heldout_formal,M0_linear,0,142,success,`ftol` termination condition is satisfied.,effective_release_frame_used:142;led_release_frame:143;late_equilibrium_offset_over_1deg,29.9970069827,3441,3299,3299,0,500,109.94430217328137,0.32,65,-69.9165661954977,0.0,0.06853519715465792,0.0,30.99884856822524,1.0115209109973413,0.0,0.5,,,6.12915625,49.03325,False,True,54,0.3379147211570337,5.618229771073337,5.618229771073337,6.424795662015708,4.914487008568744,0.4346158824535894,12.87644500879519,-1.2709415981812915,28.998764589684363,59,2,2,57.8226170819562,1.0,178.4442398107497,9.757177986841358,10.260612305541256,P026DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55.csv,DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55,29EB446AE06CE3401FE2C56E669E9DDE28311F46090C9A8467A9EC9E0DBD1225,P026_parameters.toml,9A6AE41DB1F05FA280A6DFA2A2BE8ACE5B521809ED6E2DA20FE4C4E67990B9DD,exploratory_bounded_dlc_likelihood_not_calibrated,not_reported_frames_autocorrelated,0.0,0.5,6.12915625,49.03325,,
P026,fully_heldout_formal,M1_linear_quadratic,0,142,success,`xtol` termination condition is satisfied.,effective_release_frame_used:142;led_release_frame:143;late_equilibrium_offset_over_1deg,29.9970069827,3441,3299,3299,0,500,109.94430217328137,0.32,65,-69.9165661954977,0.0,0.05159488252764104,0.008210422887244238,30.671929646396418,1.0008532461999617,0.0,0.5,0.0,0.5,6.12915625,49.03325,False,True,14,0.32044761091596335,5.221422394374169,5.221422394374169,5.463408758697588,4.4606504901964055,0.43761016019984483,8.948031707911124,-1.2709415981812915,28.998764589684363,59,3,3,573.6771792905023,1.0,178.4442398107497,9.757177986841358,10.260612305541256,P026DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55.csv,DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55,29EB446AE06CE3401FE2C56E669E9DDE28311F46090C9A8467A9EC9E0DBD1225,P026_parameters.toml,9A6AE41DB1F05FA280A6DFA2A2BE8ACE5B521809ED6E2DA20FE4C4E67990B9DD,exploratory_bounded_dlc_likelihood_not_calibrated,not_reported_frames_autocorrelated,0.0,0.5,6.12915625,49.03325,0.0,0.5
P027,fully_heldout_formal,M0_linear,0,72,success,`ftol` termination condition is satisfied.,effective_release_frame_used:72;led_release_frame:73,29.9970279578,3398,3326,3326,0,500,110.84431446600743,0.245,45,-51.5087228384986,0.0,0.04865309671847034,0.0,39.65848420152594,0.9907897833994131,0.0,0.5,,,8.005428571428572,64.04342857142858,False,True,54,0.23871493401751182,4.2131745041105715,4.2131745041105715,4.7715630933858115,4.798596954336707,-0.47658776469681097,9.325169944231165,0.681843440779331,36.96517825312111,68,2,2,62.482906370177886,1.0,179.02045578558926,3.2747209823082786,4.024921843024768,P027DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55.csv,DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55,DAC241AC8CFC645F267127FBFC1EEA358E47177414C0B64DD18420B2FCDC3D2E,P027_parameters.toml,5302236354CED37B7442A7C45E634EC008BA1046C4999A43C1D98A3E08B6D837,exploratory_bounded_dlc_likelihood_not_calibrated,not_reported_frames_autocorrelated,0.0,0.5,8.005428571428572,64.04342857142858,,
P027,fully_heldout_formal,M1_linear_quadratic,0,72,success,`xtol` termination condition is satisfied.,effective_release_frame_used:72;led_release_frame:73,29.9970279578,3398,3326,3326,0,500,110.84431446600743,0.245,45,-51.5087228384986,0.0,0.001921385469139157,0.015836114808707037,39.55022198456769,0.9880850633212244,0.0,0.5,0.0,0.5,8.005428571428572,64.04342857142858,False,True,15,0.06639182000995832,1.5190272211706626,1.5190272211706626,1.5108083220324824,2.0096263793956584,-0.4681858080620608,4.568902113070588,0.681843440779331,36.96517825312111,68,3,3,276.18453358189623,1.0,179.02045578558926,3.2747209823082786,4.024921843024768,P027DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55.csv,DLC_Resnet50_Province_Pendulum_DLCJul23shuffle1_snapshot_best-55,DAC241AC8CFC645F267127FBFC1EEA358E47177414C0B64DD18420B2FCDC3D2E,P027_parameters.toml,5302236354CED37B7442A7C45E634EC008BA1046C4999A43C1D98A3E08B6D837,exploratory_bounded_dlc_likelihood_not_calibrated,not_reported_frames_autocorrelated,0.0,0.5,8.005428571428572,64.04342857142858,0.0,0.5
